№ с/у,Административный район,Судебный район,Адрес,Примечание к адресу,Телефон / факс,Часы работы,Прием граждан,Судья,Секретарь суда,Секретарь судебного заседания,Помощник мирового судьи,Описание границ участка,Реквизиты для уплаты государственной пошлины: Счет получателя,Реквизиты для уплаты государственной пошлины: Банк получателя,Реквизиты для уплаты государственной пошлины: БИК банка получателя,Реквизиты для уплаты государственной пошлины: Корреспондентский счет,Реквизиты для уплаты государственной пошлины: ИНН получателя,Реквизиты для уплаты государственной пошлины: КПП получателя,Реквизиты для уплаты государственной пошлины: Наименование получателя,Реквизиты для уплаты государственной пошлины: Код бюджетной классификации,Реквизиты для уплаты государственной пошлины: Код ОКТМО,Реквизиты для уплаты государственной пошлины: Основание платежа (поле 106),Реквизиты для уплаты государственной пошлины: Налоговый период (поле 107),Реквизиты для уплаты государственной пошлины: Тип платежа (поле 110)
166,Приморский административный район,,"197373, Санкт-Петербург, ул. Долгоозерная, д. 3, корп. 2, литера А",,246-52-69,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Демченко Светлана Станиславовна,,,,"Границы судебного участка N 166 проходят: от пересечения северной стороны полосы отвода Сестрорецкой ж.д. и Полевой Сабировской ул. по оси Полевой Сабировской ул. до Богатырского пр., далее по оси Богатырского пр. до Туполевской ул., далее по оси Туполевской ул. до пр. Сизова, далее по оси пр. Сизова до пр. Испытателей, далее по оси пр. Испытателей до Серебристого бульв., далее по оси Серебристого бульв. до Богатырского пр., далее по оси Богатырского пр. до Коломяжского пр., далее по оси Коломяжского пр. до полосы отвода Сестрорецкой ж.д., далее по северной стороне полосы отвода Сестрорецкой ж.д. до пересечения с Полевой Сабировской ул.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7814026829,781401001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 26 по Санкт-Петербургу),18210803010011000110,40325000,,,
167,Приморский административный район,,"197227, Санкт-Петербург, ул. Маршала Новикова, д.13, литера А",,246-07-21,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Голубева Ольга Рудольфовна,,,,"Границы судебного участка N 167 проходят: от пересечения пр. Испытателей и Байконурской ул. по оси Байконурской ул. до Парашютной ул., далее по оси Парашютной ул. до Солунской ул., далее по оси Солунской ул. до 3-й линии 1-й половины, далее по оси 3-й линии 1-й половины до ул. Аккуратова, далее по оси ул. Аккуратова до Фермского шоссе, далее по оси Фермского шоссе до проезда в створе Кубанской ул., далее на юго-восток по этому проезду до западной стороны полосы отвода Выборгского направления ж.д., далее на юг по западной стороне полосы отвода Выборгского направления ж.д. до северной стороны полосы отвода Сестрорецкой ж.д., далее по северной стороне полосы отвода Сестрорецкой ж.д. до Коломяжского пр., далее по оси Коломяжского пр. до пр. Королёва, далее по оси пр. Королёва до Серебристого бульв., далее по оси Серебристого бульв. до пр. Испытателей, далее по оси пр. Испытателей до Байконурской ул.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7814026829,781401001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 26 по Санкт-Петербургу),18210803010011000110,40324000,,,
168,Приморский административный район,,"197227, Санкт-Петербург, Серебристый бульвар, д. 13, корп. 1, литера А, пом. 4Н",,246-52-74,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Ельонышева Елена Вадимовна,,,,"Границы судебного участка N 168 проходят: от пересечения Богатырского пр. и Коломяжского пр. по оси Коломяжского пр. до пр. Королёва, далее по оси пр. Королёва до Серебристого бульв., далее по оси Серебристого бульв. до Богатырского пр., далее по оси Богатырского пр. до Коломяжского пр.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7814026829,781401001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 26 по Санкт-Петербургу),18210803010011000110,40324000,,,
169,Приморский административный район,,"197372, Санкт-Петербург, Богатырский пр., д. 57, корп. 1, литера Б",,246-52-77,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Чернявская Елена Александровна,,,,"Границы судебного участка N 169 проходят: от пересечения северной стороны полосы отвода Сестрорецкой ж.д. и Торфяной дор. по оси Торфяной дор. на север до Гаккелевской ул., далее по оси Гаккелевской ул. до Комендантской пл., далее по западной и северной сторонам Комендантской пл. до Комендантского пр., далее по оси Комендантского пр. до Долгоозёрной ул., далее по оси Долгоозёрной ул. до Ольховой ул., далее по оси Ольховой ул. до пр. Королёва, далее по оси пр. Королёва до ул. Уточкина, далее по оси ул. Уточкина до Комендантской пл., далее по восточной стороне Комендантской пл. до пр. Испытателей, далее по оси пр. Испытателей до пр. Сизова, далее по оси пр. Сизова до Туполевской ул., далее по оси Туполевской ул. до Богатырского пр., далее по оси Богатырского пр. до Полевой Сабировской ул., далее по оси Полевой Сабировской ул. до полосы отвода Сестрорецкой ж.д., далее по северной стороне полосы отвода Сестрорецкой ж.д. до пересечения с Торфяной дор.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7814026829,781401001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 26 по Санкт-Петербургу),18210803010011000110,40322000,,,
170,Приморский административный район,,"197343, Санкт-Петербург, Омская ул., д. 21, литера А",,246-52-15,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Андреева Алина Владимировна,,,,"Границы судебного участка N 170 проходят: от пересечения Камышовой ул. и Гаккелевской ул. по оси Гаккелевской ул. до Комендантской пл., далее по западной и северной сторонам Комендантской пл. до Комендантского пр., далее по оси Комендантского пр. до Долгоозёрной ул., далее по оси Долгоозёрной ул. до Планерной ул., далее по оси Планерной ул. до Камышовой ул., далее по оси Камышовой ул. до пересечения с Гаккелевской ул.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7814026829,781401001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 26 по Санкт-Петербургу),18210803010011000110,40323000,,,
171,Приморский административный район,,"197371, Санкт-Петербург, ул. Королева, д. 44, корп. 2, литера А",,246-68-16,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Калашникова Светлана Алексеевна,,,,"Границы судебного участка N 171 проходят: от пересечения Ольховой ул. и Долгоозёрной ул. по оси Долгоозёрной ул. до Парашютной ул., далее по оси Парашютной ул. до Репищевой ул., далее по оси Репищевой ул. до Вербной ул., далее по оси Вербной ул. до Афонской ул., далее по оси Афонской ул. до ул. Аккуратова, далее по оси ул. Аккуратова до 3-й линии 1-й половины, далее по оси 3-й линии 1-й половины до Солунской ул., далее по оси Солунской ул. до Парашютной ул., далее по оси Парашютной ул. до Байконурской ул., далее по оси Байконурской ул. до пр. Испытателей, далее по оси пр. Испытателей до ул. Уточкина, далее по оси ул. Уточкина до пр. Королёва, далее по оси пр. Королёва до Ольховой ул., далее по оси Ольховой ул. до Долгоозёрной ул.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7814026829,781401001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 26 по Санкт-Петербургу),18210803010011000110,40326000,,,
172,Приморский административный район,,"197343, Санкт-Петербург, Омская ул., д. 21, литера А",,246-52-12,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Тришина Любовь Александровна,,,,"Границы судебного участка N 172 проходят: от пересечения пр. Королёва и Шуваловского пр. по оси Шуваловского пр. до западной стороны полосы отвода подъездной ж.-д. ветки, далее по западной стороне полосы отвода подъездной ж.-д. ветки до южной границы территории элеватора, далее по южной границе территории элеватора до берега Орловского карьера, далее по северному берегу Орловского карьера до южной границы садоводства «Светлана», далее по южной границе указанного садоводства до южной границы Ново-Орловского лесопарка, далее по южной границе Ново-Орловского лесопарка до 2-й Семёновской ул., далее по 2-й Семёновской ул. до подъездной ж.-д. ветки, далее на юго-запад по восточной границе подъездной ж.-д. ветки до Новосельковской ул., далее по оси Новосельковской ул. до Репищевой ул., далее по оси Репищевой ул. до Парашютной ул., далее по оси Парашютной ул. до Долгоозёрной ул., далее по оси Долгоозёрной ул. до пр. Королёва, далее по оси пр. Королёва до пересечения с Шуваловским пр.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7814026829,781401001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 26 по Санкт-Петербургу),18210803010011000110,40323000,,,
173,Приморский административный район,,"197349, Санкт-Петербург, ул. Маршала Новикова, д. 13",,246-07-24,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Науменко Елена Борисовна,,,,"Границы судебного участка N 173 проходят: от пересечения Шуваловского пр. и пр. Авиаконструкторов по оси пр. Авиаконструкторов до Долгоозёрной ул., далее по оси Долгоозёрной ул. до Планерной ул., далее по оси Планерной ул. до Камышовой ул., далее по оси Камышовой ул. до Елагинского пр., далее по оси Елагинского пр. до ул. Оптиков, далее по оси ул. Оптиков до Туристской ул., далее по оси Туристской ул. до Камышовой ул., далее по оси Камышовой ул. и ее продолжению на северо-запад до р. Глухарки, далее по оси р. Глухарки и ее продолжению на северо-восток до Планерной ул., далее по оси Планерной ул. до Шуваловского пр., далее по оси Шуваловского пр. до пр. Авиаконструкторов.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7814026829,781401001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 26 по Санкт-Петербургу),18210803010011000110,40324000,,,
174,Приморский административный район,,"197343, Санкт-Петербург, Омская ул., д. 21, литера А",,246-52-18,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Маковеева Татьяна Владимировна,,,,"Границы судебного участка N 174 проходят: от пересечения Комендантского пр. и Шуваловского пр. по оси Шуваловского пр. до Планерной ул., далее по оси Планерной ул. до оси продолжения р. Глухарки, далее на юго-запад по оси р. Глухарки до оси продолжения Камышовой ул., далее по оси Камышовой ул. до Туристской ул., далее по оси Туристской ул. до Мебельной ул., далее по оси Мебельной ул. до Лыжного пер., далее по оси Лыжного пер. до Шуваловского пр., далее по оси Шуваловского пр. до пересечения с ул. Оптиков, далее на запад по продолжению оси ул. Оптиков до восточного берега озера Лахтинский Разлив, далее по восточному берегу озера Лахтинский Разлив до р. Каменки, далее по оси р. Каменки до бывшего населенного пункта Большая Каменка, исключая бывший населенный пункт Большая Каменка, далее на юго-восток по границе земель сельскохозяйственного предприятия «Пригородный»  до Глухарской ул., далее на юго-запад по оси Глухарской ул. до Нижне-Каменской ул., далее по оси Нижне-Каменской ул. до Комендантского пр., далее по оси Комендантского пр. до Шуваловского пр.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7814026829,781401001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 26 по Санкт-Петербургу),18210803010011000110,40323000,,,
175,Приморский административный район,,"197343, Санкт-Петербург, Омская ул., д. 21, литера А",,492-89-11,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Морозова Василина Анатольевна,,,,"Границы судебного участка N 175 проходят: от пересечения Шуваловского пр. и Парашютной ул. на северо-запад по оси Парашютной ул. до р. Каменки, далее по оси р. Каменки на юг до северной границы территории Юнтоловского заказника, далее на запад по северной границе территории Юнтоловского заказника до р. Чёрной, далее на север по оси р. Чёрной до пересечения с границей между кварталами 21 и 29 Приморского лесничества СПб ГУ «Курортный лесопарк», далее 3600 м на северо-восток по новому руслу р. Чёрной и далее 200 м до Комендантского пр., далее на юг по оси Комендантского пр. до Парашютной ул. и по оси Парашютной ул. до дороги в Каменку, далее на северо-восток по оси дороги в Каменку до западной стороны полосы отвода Выборгского направления ж.д., далее на юг по западной стороне полосы отвода Выборгского направления ж.д. до проезда в створе Кубанской ул., далее на северо-запад по этому проезду до Фермского шоссе, далее по оси Фермского шоссе до ул. Аккуратова, далее по оси ул. Аккуратова до Афонской ул., далее по оси Афонской ул. до Вербной ул., далее по оси Вербной ул. до Репищевой ул., далее по оси Репищевой ул. до Новосельковской ул., далее по оси Новосельковской ул. до восточной границы подъездной ж.-д. ветки, далее на северо-восток по восточной границе подъездной ж.-д. ветки до 2-й Семёновской ул., далее по 2-й Семёновской ул. до южной границы Ново-Орловского лесопарка, далее по южной границе Ново-Орловского лесопарка до южной границы садоводства «Светлана», далее по южной границе указанного садоводства до северного берега Орловского карьера, далее по северному берегу Орловского карьера до южной границы территории элеватора, далее по южной границе территории элеватора до западной стороны полосы отвода подъездной ж.-д. ветки, далее по западной стороне полосы отвода подъездной ж.-д. ветки до Шуваловского пр., далее по оси Шуваловского пр. до Парашютной ул.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7814026829,781401001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 26 по Санкт-Петербургу),18210803010011000110,40323000,,,
150,Пушкинский административный район,,"196607, Санкт-Петербург, г. Пушкин, ул. Школьная, д. 23, литера А",,466-84-33,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Богула Юлия Игоревна,,,,"Границы судебного участка N 150 проходят: от пересечения западной стороны полосы отвода Витебской ж.д. и продолжения безымянного проезда, расположенного севернее дома 6 по Удаловской ул. пос. Тярлево, на восток по границе пос. Тярлево с г. Пушкиным, включая пос. Тярлево, до границы с пос. Шушары, далее на восток по границе пос. Шушары с г. Пушкиным до Колпинского шоссе, далее на северо-восток по северной стороне Колпинского шоссе до пересечения с Московским шоссе, далее, пересекая Московское шоссе, на юго-восток по восточной стороне Московского шоссе до р. Славянки, далее на север по оси р. Славянки до границы пос. Шушары с г. Колпино, далее на юго-восток по границе пос. Шушары с г. Колпино до границы пос. Шушары с Тосненским районом Ленинградской области, на юг по границе пос. Шушары с Тосненским районом Ленинградской области до границы с г. Павловском, по границе г. Павловска с Тосненским районом Ленинградской области до границы с Гатчинским районом Ленинградской области, по границе г. Павловска с Гатчинским районом Ленинградской области до границы с г. Пушкиным, далее на север по границе г. Пушкина с г. Павловском до границы с пос. Тярлево и далее на север по границе пос. Тярлево с г. Пушкиным, совпадающей с западной стороной полосы отвода Витебской ж.д., до продолжения безымянного проезда, расположенного севернее дома 6 по Удаловской ул. пос. Тярлево.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7820027250,782001001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 2 по Санкт-Петербургу),18210803010011000110,40397000,,,
176,Пушкинский административный район,,"196607, Санкт-Петербург, г. Пушкин, ул. Школьная, д. 23, литера А",,246-53-50,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Чуева Алла Владимировна,,,,"Границы судебного участка N 176 проходят: от пересечения Волхонского шоссе и Пулковского шоссе на север по границе с Московским районом до пересечения с р. Волковкой, далее на восток по границе с Московским районом до пересечения с полосой отвода Варшавского направления ж.д., далее юго-восток по западной стороне полосы отвода Варшавского направления ж.д., до точки, совпадающей с границей г. Пушкина и пос. Шушары, далее на восток по указанной границе, пересекая Витебский пр., до железнодорожных путей Витебского направления ж.д., далее на восток, пересекая железнодорожные пути Витебского направления ж.д., до пересечения с Паровозной дор. и Экспедиторским проездом, далее на восток по оси Экспедиторского проезда до пересечения с Московским шоссе, далее на северо-запад по оси Московского шоссе до пересечения с Ленсоветовской дор., далее на северо-восток по оси Ленсоветовской дор. до пересечения с Софийской ул., далее на север до точки, совпадающей с границей Колпинского района, далее на юго-восток по границе с Колпинским районом до точки пересечения с р. Славянкой, далее на юг по оси р. Славянки до пресечения с Московским шоссе, далее на северо-запад по восточной стороне Московского шоссе до пересечения с Колпинским шоссе, далее на юго-запад по северной стороне Колпинского шоссе до пересечения с Северской ул., далее на северо-запад по оси Северской ул. до пересечения с Торопецкой ул., далее на юго-запад по оси Торопецкой ул. до точки, совпадающей с границей г. Пушкина и пос. Шушары, далее по юго-запад и север по указанной границе до Рубежной дор., далее на запад, пересекая ж.д., до Железнодорожной ул., далее по оси Железнодорожной ул. до ул. Генерала Хазова, далее по оси ул. Генерала Хазова до Школьной ул., далее по оси Школьной ул. до Ленинградской ул., далее по оси Ленинградской ул. до Оранжерейной ул., далее по оси Оранжерейной ул. до Новой ул., далее по оси Новой ул. до Леонтьевской ул., далее по оси Леонтьевской ул. до Октябрьского бульв., далее по оси Октябрьского бульв. до Дворцовой ул., далее на юг по оси Дворцовой ул. до пересечения с Садовой ул., далее по оси Садовой ул. до пересечения с Парковой ул., далее по оси Парковой ул., по оси дороги на Александровку до Волхонского шоссе, далее в общем северном направлении по границе г. Пушкина с пос. Александровская, пересекая р. Кузьминку, до северо-западной стороны полосы отвода Варшавского направления ж.д., далее в общем западном направлении по границе пос. Шушары с пос. Александровская до Волхонского шоссе, по границе пос. Шушары с г. Пушкиным до Пулковского шоссе.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7820027250,782001001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 2 по Санкт-Петербургу),18210803010011000110,40397000,,,
177,Пушкинский административный район,,"196607, Санкт-Петербург, г. Пушкин, ул. Школьная, д. 23, литера А",,246-53-47,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Ильина Ирина Львовна,,,,"Границы судебного участка N 177 проходят: от пересечения восточной стороны полосы отвода Витебского направления ж.д. и Рубежной дор. на запад до Железнодорожной ул., далее по оси Железнодорожной ул. до ул. Генерала Хазова, далее по оси ул. Генерала Хазова до Школьной ул., далее по оси Школьной ул. до Ленинградской ул., далее по оси Ленинградской ул. до ж.-д. ст. Детское Село, далее по оси Железнодорожной ул. до границы пос. Тярлево, далее в общем восточном направлении по границе г. Пушкина с пос. Тярлево и в общем северо-восточном направлении по границе г. Пушкина с пос. Шушары до Колпинского шоссе, далее по северной стороне Колпинского шоссе до пресечения с Полоцкой улицей, далее на северо-запад по оси Полоцкой ул. до пересечения с границей г. Пушкина с пос. Шушары, далее по указанной границе до восточной стороны полосы отвода Витебского направления ж.д.Кроме того, в границы судебного участка N 177 входит пос. Александровская.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7820027250,782001001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 2 по Санкт-Петербургу),18210803010011000110,40397000,,,
178,Пушкинский административный район,,"196607, Санкт-Петербург, г. Пушкин, ул. Школьная, д. 23, литера А",,246-53-54,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Чуканина Наталья Михайловна,,,,"Границы судебного участка N 178 проходят: от ж.-д. ст. Детское Село по оси Ленинградской ул. до Оранжерейной ул., далее по оси Оранжерейной ул. до Новой ул., далее по оси Новой ул. до Леонтьевской ул., далее по оси Леонтьевской ул. до Октябрьского бульв., далее по оси Октябрьского бульв. до Петербургского шоссе, далее по оси Дворцовой ул. до пересечения с Садовой ул., далее по оси Садовой ул., по оси Павловского шоссе до Парковой ул. (Павловск-2), далее по оси Парковой ул. по границе г. Пушкина с пос. Тярлево до продолжения безымянного проезда, расположенного севернее дома 6 по Удаловской ул. пос. Тярлево, далее по оси Железнодорожной ул. до ж.-д. ст. Детское Село.Кроме того, в границы судебного участка N 178 входит часть территории жилого района Славянка пос. Шушары, границы которой проходят:от пересечения Полоцкой ул. и Колпинского шоссе, далее на северо-восток по северной стороне Колпинского шоссе до Северской ул., далее на северо-запад по оси Северской ул. до пересечения с Торопецкой ул., далее по оси Торопецкой ул. до точки пересечения с границей г. Пушкина и пос. Шушары, далее на юг по границе г. Пушкина и пос. Шушары до пересечения с Полоцкой ул., далее на юго-восток по оси Полоцкой ул. до пересечения с Колпинским шоссе.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7820027250,782001001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 2 по Санкт-Петербургу),18210803010011000110,40397000,,,
179,Пушкинский административный район,,"196607, Санкт-Петербург, г. Пушкин, ул. Школьная, д. 23, литера А",,246-53-40,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Гирина Елена Николаевна,,,,"Границы судебного участка N 179 проходят: от точки пересечения Волхонского шоссе и Пулковского шоссе на юго-восток по границе г. Пушкина с пос. Шушары до границы пос. Александровская, далее по границе г. Пушкина с пос. Александровская, с юга огибая пос. Александровская, до дороги на Александровку, далее по оси дороги на Александровку, по оси Парковой ул., по оси Павловского шоссе, по оси Парковой ул. (Павловск-2) до г. Павловска, далее на юго-запад по границе г. Пушкина с г. Павловском до границы с Гатчинским районом Ленинградской области, далее на запад по границе г. Пушкина с Гатчинским районом Ленинградской области до Волхонского шоссе, далее на юго-восток по границе г. Пушкина с Московским районом до пересечения с Пулковским шоссе.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7820027250,782001001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 2 по Санкт-Петербургу),18210803010011000110,40397000,,,
180,Пушкинский административный район,,"196607, Санкт-Петербург, г. Пушкин, ул. Школьная, д. 23, литера А",,246-53-38,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Якимова Людмила Владимировна,,,,"Границы судебного участка N 180 проходят: от пересечения границы Московского района и западной стороны полосы отвода Варшавского направления ж.д. на юго-восток до точки, совпадающей с границей г. Пушкина и пос. Шушары, далее на восток по указанной границе, пересекая Витебский пр., до железнодорожных путей Витебского направления ж.д., далее на восток, пересекая железнодорожные пути Витебского направления ж.д., до пересечения с Паровозной дор. и Экспедиторским проездом, далее на восток по оси Экспедиторского проезда до пересечения с Московским шоссе, далее на северо-запад по оси Московского шоссе до пересечения с Ленсоветовской дор., далее на северо-восток по оси Ленсоветовской дор. до пересечения с Софийской ул., далее на север до точки, совпадающей с границей Колпинского района, далее на северо-запад по границе пос. Шушары с Колпинским районом до границы с Фрунзенским районом, далее на запад по границе пос. Шушары с Фрунзенским районом до границы с Московским районом, далее на юго-запад по границе пос. Шушары с Московским районом до пересечения с западной стороной полосы отвода Варшавского направления ж.д.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7820027250,782001001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 2 по Санкт-Петербургу),18210803010011000110,40397000,,,
181,Фрунзенский административный район,,"192102, Санкт-Петербург, ул. Самойловой, д. 12",,490-59-97,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Бурвяшова Виктория Викторовна,,,,"Границы судебного участка N 181 проходят: от пересечения оси Обводного кан. и западной стороны полосы отвода Московского направления ж.д. по западной стороне полосы отвода Московского направления ж.д. до пересечения с северной стороной полосы отвода Северного ж.-д. полукольца, далее на запад по северной стороне полосы отвода Северного ж.-д. полукольца до западной стороны полосы отвода Витебского направления ж.д., далее на север по западной стороне полосы отвода Витебского направления ж.д. до Черниговской ул., далее на запад по оси Черниговской ул. до Рыбинской ул., далее на север по оси Рыбинской ул. и Рузовского моста до оси Обводного кан., далее по оси Обводного кан. до пересечения с западной стороной полосы отвода Московского направления ж.д.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7816094165,784201001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 27 по Санкт-Петербургу),18210803010011000110,40902000,,,
182,Фрунзенский административный район,,"192102, Санкт-Петербург, ул. Самойловой, д. 12",,766-43-31,"понедельник - четверг: c 9-00 до 18-00, пятница до 17-00; Обед с 13-00 до 13-48","понедельник: с 14-00 до 17-00, четверг: с 10-00 до 13-00",Дятлова Татьяна Евгеньевна,,,,"Границы судебного участка N 182 проходят: от пересечения Бухарестской ул. и ул. Белы Куна по оси ул. Белы Куна до пересечения с западной стороной полосы отвода Московского направления ж.д., далее на север по западной стороне полосы отвода Московского направления ж.д. до пересечения с северной стороной полосы отвода Северного ж.-д. полукольца, далее на запад по северной стороне полосы отвода Северного ж.-д. полукольца до ул. Салова, далее по оси ул. Салова до Софийской ул., далее по оси Софийской ул. до ул. Фучика, далее по оси ул. Фучика до Бухарестской ул., далее по оси Бухарестской ул. до пересечения с ул. Белы Куна.",40101810200000010001,Северо-Западное ГУ Банка России г. Санкт-Петербург,44030001,не указывается,7816094165,784201001,УФК по г. Санкт-Петербургу (Межрайонная ИФНС России № 27 по Санкт-Петербургу),18210803010011000110,40902000,,,
