Район,Наименование учреждения,Сокращенное наименование,Адрес,Ближайшая станция метро,Руководитель,Телефон,Факс,Электронная почта,Муниципальное образование,ИНН,ОГРН,Примечание
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Библиотека № 9)","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Библиотека № 9)","197372, Санкт-Петербург, Богатырский проспект, дом 36, корпус 1",Комендантский проспект,Юшкевич Марина Евгеньевна,(812) 300-40-68,,fil9-cbs@mail.ru,№ 65,7814335640,1067847150777,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Библиотека № 8)","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Библиотека № 8)","197374, Санкт-Петербург, улица Савушкина, дом 128, корпус 1",Беговая,Юшкевич Марина Евгеньевна,(812) 417-58-15,(812) 417-58-15,fil8_cbs@mail.ru,№ 65,7814335640,1067847150777,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Библиотека № 7)","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Библиотека № 7)","197375, Санкт-Петербург, улица Вербная, дом 19",Комендантский проспект,Юшкевич Марина Евгеньевна,(812) 417-41-44,,fil7_cbs@mail.ru,Коломяги,7814335640,1067847150777,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Библиотека № 6)","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Библиотека № 6)","197755, Санкт-Петербург, посёлок Лисий Нос, Балтийский проспект, дом 36",Беговая,Юшкевич Марина Евгеньевна,(812) 434-90-53,,biblioteka_6@bkl.ru,Лисий Нос,7814335640,1067847150777,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Библиотека № 4)","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Библиотека № 4)","197229, Санкт-Петербург, посёлок Ольгино, Колодезная улица, дом 30, литера А",Беговая,Юшкевич Марина Евгеньевна,(812) 498-37-83,,fil4_cbs@mail.ru,Лахта-Ольгино,7814335640,1067847150777,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Библиотека № 3)","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Библиотека № 3)","197343, Санкт-Петербург, Ланское шоссе, дом 24, корпус 5",Черная речка,Юшкевич Марина Евгеньевна,(812) 417-58-13,,fil3_cbs@mail.ru,Черная речка,7814335640,1067847150777,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Библиотека № 2 им. Д.А. Фурманова)","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Библиотека № 2 им. Д.А. Фурманова)","197183, Санкт-Петербург, набережная Чёрной речки, дом 12",Черная речка,Юшкевич Марина Евгеньевна,(812) 417-58-12,,fil2_cbs@mail.ru,Черная речка,7814335640,1067847150777,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Библиотека № 1)","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Библиотека № 1)","197342, Санкт-Петербург, улица Торжковская, дом 11",Черная речка,Юшкевич Марина Евгеньевна,(812) 417-58-10,(812) 417-58-10,fil1_cbs@mail.ru,Черная речка,7814335640,1067847150777,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Детско-юношеская библиотека № 11 ""Книжное пространство ""#Авиатор"")","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Детско-юношеская библиотека № 11 ""Книжное пространство ""#Авиатор"")","197348, Санкт-Петербург, Богатырский проспект, дом 8",Пионерская,Юшкевич Марина Евгеньевна,(812) 246-50-20,,fil11_cbs@mail.ru,Комендантский Аэродром,7814335640,1067847150777,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Центральная районная библиотека им. М.Е. Салтыкова-Щедрина)","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Центральная районная библиотека им. М.Е. Салтыкова-Щедрина)","197348, Санкт-Петербург, Богатырский проспект, дом 9",Пионерская,Юшкевич Марина Евгеньевна,(812) 393-37-97,(812) 393-37-97,рrim_cbs@mail.ru,Комендантский Аэродром,7814335640,1067847150777,
Фрунзенский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Кино-досуговый центр ""ЧАЙКА""","СПб ГБУК ""Кино-досуговый центр ""ЧАЙКА""","Санкт-Петербург, Купчинская ул., д.1/5","М.Проспект Славы, м.Купчино",Топор Валерий Владимирович,772-23-20,772-23-20,Kinoteatr_chaika@bk.ru,МО Георгиевский,7816052239,1027808000186,
Фрунзенский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Фрунзенского района""","СПб ГБУ ""ЦБС Фрунзенского района""","Санкт-Петербург, ул. Турку, д.11/1",М. Международная,Карасёв Дмитрий Юрьевич,774-53-07,774-53-07,Biblioteki@cbsfr.ru,МО Купчино,7816010920,1027807982773,
Центральный,"Санкт-Петербургское государственное бюджетное учреждение ""Культурно-досуговый комплекс ""Центральный""",,"ул. Чайковского, д. 2/7",М.Чернышевская,Хурцилава Георгий Отариевич,335-01-56,,Kdkcentral@yandex.ru,,,,
